CASE_CODE,TITLE,REGULATION_ID,NOTIFICATION_DATE,SIMPL_PROC,LAST_DECISION_DATE,DEADLINE_DATE,NACE_CODE
M.640,KNP BT / SOCIETE GENERALE,Council Regulation 4064/89,01-09-95,N,03-10-95,04-10-95,"J.62.0 - Computer programming, consultancy and related activities, J.62.0 - Computer programming, consultancy and related activities"
M.6400,ECE / METRO / MEC JV,Council Regulation 139/2004,21-09-11,N,26-10-11,26-10-11,"L.68.32 - Management of real estate on a fee or contract basis, L.68.32 - Management of real estate on a fee or contract basis"
M.6401,WATERLAND / ALYCHLO / OMEGA PHARMA,Council Regulation 139/2004,09-11-11,N,14-12-11,14-12-11,"C.20.4 - Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations, C.20.4 - Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations, C.21.2 - Manufacture of pharmaceutical preparations, C.21.2 - Manufacture of pharmaceutical preparations, G.47.7 - Retail sale of other goods in specialised stores, G.47.7 - Retail sale of other goods in specialised stores"
M.6402,REWE / SAG / JV,Council Regulation 139/2004,28-11-11,Y,04-01-12,11-01-12,"N.77.11 - Renting and leasing of cars and light motor vehicles, N.77.11 - Renting and leasing of cars and light motor vehicles"
M.6403,VOLKSWAGEN / KPI POLSKA / SKODA AUTO POLSKA / VW BANK POLSKA / VW LEASING POLSKA,Council Regulation 139/2004,14-11-11,N,19-12-11,19-12-11,"C.29.1 - Manufacture of motor vehicles, C.29.1 - Manufacture of motor vehicles"
M.6404,HOCHTIEF SOLUTIONS / VENTIZZ / JV,Council Regulation 139/2004,21-10-11,Y,24-11-11,29-11-11,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.6405,BANCO SANTANDER / RAINBOW,Council Regulation 139/2004,21-10-11,N,29-11-11,29-11-11,"K.66 - Activities auxiliary to financial services and insurance activities, K.66 - Activities auxiliary to financial services and insurance activities"
M.6406,COLISEE LAFFITTE / CDC / ENSEMBLE IMMOBILIER PARIS,Council Regulation 139/2004,11-10-11,Y,10-11-11,17-11-11,"L.68.2 - Renting and operating of own or leased real estate, L.68.2 - Renting and operating of own or leased real estate"
M.6407,APACHE / MOBIL NORTH SEA,Council Regulation 139/2004,11-11-11,Y,08-12-11,16-12-11,"B.06 - Extraction of crude petroleum and natural gas, B.06 - Extraction of crude petroleum and natural gas, D.35.21 - Manufacture of gas, D.35.21 - Manufacture of gas, D.35.22 - Distribution of gaseous fuels through mains, D.35.22 - Distribution of gaseous fuels through mains, G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products, G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products"
M.6408,EAH / MITSUBISHI ELECTRIC / MITSUBISHI / ETAM,Council Regulation 139/2004,31-10-11,Y,30-11-11,07-12-11,"F.43.29 - Other construction installation, F.43.29 - Other construction installation"
M.6409,GAZPROM SCHWEIZ / PROMGAS,Council Regulation 139/2004,07-11-11,Y,02-12-11,12-12-11,"D.35.23 - Trade of gas through mains, D.35.23 - Trade of gas through mains"
M.6410,UTC / GOODRICH,Council Regulation 139/2004,20-02-12,N,26-07-12,,"C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery"
M.6411,ADVENT / MAXAM,Council Regulation 139/2004,22-12-11,N,06-02-12,06-02-12,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms, C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms, C.20.14 - Manufacture of other organic basic chemicals, C.20.14 - Manufacture of other organic basic chemicals, C.20.5 - Manufacture of other chemical products, C.20.5 - Manufacture of other chemical products, C.24.45 - Other non-ferrous metal production, C.24.45 - Other non-ferrous metal production, C.25.4 - Manufacture of weapons and ammunition, C.25.4 - Manufacture of weapons and ammunition"
M.6412,EVRAZ / ALROSA / MINING AND METALLURGICAL COMPANY TIMIR JV,Council Regulation 139/2004,24-11-11,Y,21-12-11,09-01-12,"B.06 - Extraction of crude petroleum and natural gas, B.06 - Extraction of crude petroleum and natural gas, B.07.1 - Mining of iron ores, B.07.1 - Mining of iron ores, B.08.99 - Other mining and quarrying n.e.c., B.08.99 - Other mining and quarrying n.e.c., C.32.12 - Manufacture of jewellery and related articles, C.32.12 - Manufacture of jewellery and related articles"
M.6413,OJSC POWER MACHINES / TOSHIBA / JV,Council Regulation 139/2004,25-01-12,Y,24-02-12,29-02-12,"C.27.1 - Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus, C.27.1 - Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"
M.6414,ITOCHU / TESSENDERLO CHEMIE / SIEMENS PROJECT VENTURES / T-POWER JV,Council Regulation 139/2004,05-12-11,Y,13-01-12,18-01-12,"D.35.11 - Production of electricity, D.35.11 - Production of electricity"
M.6415,VENDOME COMMERCES / CDC / IMMEUBLE TOULON,Council Regulation 139/2004,24-10-11,Y,23-11-11,30-11-11,"L.68.1 - Buying and selling of own real estate, L.68.1 - Buying and selling of own real estate"
M.6419,AVIVA / PELAYO / PELAYO MONDIALE VIDA,Council Regulation 139/2004,16-11-11,Y,20-12-11,21-12-11,"K.65.11 - Life insurance, K.65.11 - Life insurance, K.65.12 - Non-life insurance, K.65.12 - Non-life insurance, K.65.2 - Reinsurance, K.65.2 - Reinsurance"
M.642,CHASE MANHATTAN / CHEMICAL BANKING,Council Regulation 4064/89,26-09-95,N,26-10-95,27-10-95,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.6420,DONG ENERGY / SHELL GAS DIRECT,Council Regulation 139/2004,04-11-11,Y,01-12-11,09-12-11,"D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains, D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains"
M.6421,DAIMLER / EUROPCAR / CAR2GO EUROPE JV,Council Regulation 139/2004,25-11-11,Y,22-12-11,10-01-12,"N.77.1 - Renting and leasing of motor vehicles, N.77.1 - Renting and leasing of motor vehicles"
M.6422,TOKYO GAS / SIEMENS / TESSENDERLO CHEMIE / INTERNATIONAL POWER / GDF SUEZ / T-POWER JV,Council Regulation 139/2004,22-12-11,Y,03-02-12,06-02-12,"D.35.11 - Production of electricity, D.35.11 - Production of electricity"
M.6423,CARLYLE / H&F; / PHARMACEUTICAL PRODUCT DEVELOPMENT,Council Regulation 139/2004,26-10-11,Y,25-11-11,02-12-11,"M.72 - Scientific research and development , M.72 - Scientific research and development"
M.6425,IMPERIAL MOBILITY / LEHNKERING,Council Regulation 139/2004,17-11-11,N,22-12-11,22-12-11,"H.49.41 - Freight transport by road, H.49.41 - Freight transport by road, H.50.4 - Inland freight water transport, H.50.4 - Inland freight water transport, H.52.1 - Warehousing and storage, H.52.1 - Warehousing and storage, H.52.10 - Warehousing and storage, H.52.10 - Warehousing and storage, H.52.2 - Support activities for transportation, H.52.2 - Support activities for transportation, H.52.24 - Cargo handling, H.52.24 - Cargo handling"
M.6426,GSO / MILLER GROUP,Council Regulation 139/2004,20-01-12,Y,17-02-12,24-02-12,"F.41.1 - Development of building projects, F.41.1 - Development of building projects, F.41.2 - Construction of residential and non-residential buildings, F.41.2 - Construction of residential and non-residential buildings, L.68 - Real estate activities, L.68 - Real estate activities"
M.6427,HERMES EUROPE / ARMADILLO HOLDING / B2C,Council Regulation 139/2004,04-11-11,Y,02-12-11,09-12-11,"H.53 - Postal and courier activities, H.53 - Postal and courier activities"
M.6428,HELIOS / DAMP,Council Regulation 139/2004,,N,23-02-12,,"C.32.5 - Manufacture of medical and dental instruments and supplies, Q.86.1 - Hospital activities"
M.6429,HYUNDAI MOTOR COMPANY / HYUNDAI MOTOR DEUTSCHLAND / AUTOMOBILES HYUNDAI FRANCE / FAAP / FEA,Council Regulation 139/2004,18-11-11,Y,16-12-11,03-01-12,"C.29.3 - Manufacture of parts and accessories for motor vehicles, C.29.3 - Manufacture of parts and accessories for motor vehicles, G.45.1 - Sale of motor vehicles, G.45.1 - Sale of motor vehicles, G.45.11 - Sale of cars and light motor vehicles, G.45.11 - Sale of cars and light motor vehicles"
M.643,CGER BANQUE / SNCI,Council Regulation 4064/89,21-09-95,N,23-10-95,23-10-95,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.6430,OAKTREE / PANRICO,Council Regulation 139/2004,16-11-11,N,19-12-11,21-12-11,"C.10.7 - Manufacture of bakery and farinaceous products, C.10.7 - Manufacture of bakery and farinaceous products, C.10.71 - Manufacture of bread; manufacture of fresh pastry goods and cakes, C.10.71 - Manufacture of bread; manufacture of fresh pastry goods and cakes, C.10.72 - Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes, C.10.72 - Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes"
M.6431,EVONIK DEGUSSA / TREIBACHER INDUSTRIES / JV,Council Regulation 139/2004,14-11-11,Y,14-12-11,19-12-11,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms, C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms"
M.6432,DSM / ROQUETTE / JV,Council Regulation 139/2004,17-11-11,Y,19-12-11,22-12-11,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.20.14 - Manufacture of other organic basic chemicals, C.20.14 - Manufacture of other organic basic chemicals"
M.6433,GLENCORE / CARLO COLOMBE,Council Regulation 139/2004,14-11-11,Y,14-12-11,19-12-11,"C.24.44 - Copper production, C.24.44 - Copper production"
M.6434,TEEKAY / MARUBENI / MAERSK LNG,Council Regulation 139/2004,14-11-11,Y,12-12-11,19-12-11,"D.35 - Electricity, gas, steam and air conditioning supply, D.35 - Electricity, gas, steam and air conditioning supply, H.50.2 - Sea and coastal freight water transport, H.50.2 - Sea and coastal freight water transport"
M.6436,VOLKSWAGEN FINANCIAL SERVICES / D'IETEREN / VOLKSWAGEN D'IETEREN FINANCE JV,Council Regulation 139/2004,16-11-11,N,20-12-11,21-12-11,"G.45.11 - Sale of cars and light motor vehicles, G.45.11 - Sale of cars and light motor vehicles, K.66 - Activities auxiliary to financial services and insurance activities, K.66 - Activities auxiliary to financial services and insurance activities, N.77.11 - Renting and leasing of cars and light motor vehicles, N.77.11 - Renting and leasing of cars and light motor vehicles"
M.6437,ENTERPRISE HOLDING / CITER,Council Regulation 139/2004,16-11-11,Y,15-12-11,21-12-11,"N.77.11 - Renting and leasing of cars and light motor vehicles, N.77.11 - Renting and leasing of cars and light motor vehicles"
M.6438,SARIA / TEEUWISSEN / JAGERO II / QUINTET / BIOIBERICA,Council Regulation 139/2004,06-01-12,N,10-02-12,10-02-12,"C.10.1 - Processing and preserving of meat and production of meat products, C.10.1 - Processing and preserving of meat and production of meat products"
M.6439,AGRANA / RWA / JV,Council Regulation 139/2004,29-02-12,N,04-04-12,04-04-12,"C.10.32 - Manufacture of fruit and vegetable juice, C.10.32 - Manufacture of fruit and vegetable juice"
M.644,SWISS LIFE / INCA,Council Regulation 4064/89,25-09-95,N,25-10-95,26-10-95,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.6440,EVONIK IMMOBILIEN / THS / HERKULES PROJEKTGESELLSCHAFT,Council Regulation 139/2004,16-11-11,Y,14-12-11,21-12-11,"L.68.2 - Renting and operating of own or leased real estate, L.68.2 - Renting and operating of own or leased real estate, L.68.3 - Real estate activities on a fee or contract basis, L.68.3 - Real estate activities on a fee or contract basis"
M.6441,SENOBLE / AGRIAL / SENAGRAL JV,Council Regulation 139/2004,16-01-12,N,20-02-12,20-02-12,"C.10.5 - Manufacture of dairy products, C.10.5 - Manufacture of dairy products"
M.6442,VIRGIN MONEY / NORTHERN ROCK,Council Regulation 139/2004,17-11-11,Y,14-12-11,22-12-11,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.6444,TERRENA / LYONNAISE DES EAUX / JV,Council Regulation 139/2004,22-12-11,Y,27-01-12,06-02-12,"E.36 - Water collection, treatment and supply, E.36 - Water collection, treatment and supply"
M.6445,EUROCHEM / BASF ANTWERP ASSETS,Council Regulation 139/2004,20-01-12,Y,17-02-12,24-02-12,"B.08.91 - Mining of chemical and fertiliser minerals, B.08.91 - Mining of chemical and fertiliser minerals, C.20.15 - Manufacture of fertilisers and nitrogen compounds, C.20.15 - Manufacture of fertilisers and nitrogen compounds"
M.6446,PRATT & WHITNEY / INTERNATIONAL AERO ENGINES,Council Regulation 139/2004,25-04-12,Y,04-06-12,06-06-12,"C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery"
M.6447,IAG / BMI,Council Regulation 139/2004,10-02-12,N,17-06-16,,"H.51.1 - Passenger air transport, H.51.1 - Passenger air transport, H.51.1 - Passenger air transport, H.51.21 - Freight air transport, H.51.21 - Freight air transport, H.51.21 - Freight air transport, H.52.23 - Service activities incidental to air transportation, H.52.23 - Service activities incidental to air transportation, H.52.23 - Service activities incidental to air transportation"
M.6448,OPTRUST / PGGM / GLOBAL VIA INFRAESTRUCTURAS / GLOBAL VIA INVERSIONES,Council Regulation 139/2004,20-12-11,Y,24-01-12,02-02-12,"F.42.11 - Construction of roads and motorways, F.42.11 - Construction of roads and motorways, F.42.12 - Construction of railways and underground railways, F.42.12 - Construction of railways and underground railways, K.65.3 - Pension funding, K.65.3 - Pension funding"
M.6449,DCC ENERGY / SWEA ENERGI,Council Regulation 139/2004,20-12-11,Y,27-01-12,02-02-12,"G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products, G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products, G.47.3 - Retail sale of automotive fuel in specialised stores, G.47.3 - Retail sale of automotive fuel in specialised stores"
M.6450,EDF / ERSA,Council Regulation 139/2004,22-12-11,Y,31-01-12,06-02-12,"D.35 - Electricity, gas, steam and air conditioning supply, D.35 - Electricity, gas, steam and air conditioning supply"
M.6451,SCHNEIDER ELECTRIC FRANCE / BOUYGUES IMMOBILIER / JV,Council Regulation 139/2004,20-01-12,Y,16-02-12,24-02-12,"L.68 - Real estate activities, L.68 - Real estate activities"
M.6452,NOMURA / HLV / DLP / DLA / DLL,Council Regulation 139/2004,10-02-12,Y,16-03-12,16-03-12,"K.64.30 - Trusts, funds and similar financial entities, K.64.30 - Trusts, funds and similar financial entities, K.65.11 - Life insurance, K.65.11 - Life insurance"
M.6453,CARLYLE / DR.AXEL PAEGER / QUADRIGA CAPITAL IV / AMEOS,Council Regulation 139/2004,16-02-12,Y,22-03-12,22-03-12,"Q.86.1 - Hospital activities, Q.86.1 - Hospital activities, Q.87 - Residential care activities, Q.87 - Residential care activities"
M.6454,LIMAGRAIN / KWS / GENECTIVE JV,Council Regulation 139/2004,25-04-12,N,27-06-13,27-06-13,"A.01.11 - Growing of cereals (except rice), leguminous crops and oil seeds, A.01.11 - Growing of cereals (except rice), leguminous crops and oil seeds, A.01.11 - Growing of cereals (except rice), leguminous crops and oil seeds, A.01.11 - Growing of cereals (except rice), leguminous crops and oil seeds, A.01.30 - Plant propagation, A.01.30 - Plant propagation, A.01.30 - Plant propagation, A.01.30 - Plant propagation, M.72.11 - Research and experimental development on biotechnology, M.72.11 - Research and experimental development on biotechnology, M.72.11 - Research and experimental development on biotechnology, M.72.11 - Research and experimental development on biotechnology"
M.6454,LIMAGRAIN / KWS / GENECTIVE JV,Council Regulation 139/2004,25-04-12,Y,27-06-13,27-06-13,"A.01.11 - Growing of cereals (except rice), leguminous crops and oil seeds, A.01.11 - Growing of cereals (except rice), leguminous crops and oil seeds, A.01.11 - Growing of cereals (except rice), leguminous crops and oil seeds, A.01.11 - Growing of cereals (except rice), leguminous crops and oil seeds, A.01.30 - Plant propagation, A.01.30 - Plant propagation, A.01.30 - Plant propagation, A.01.30 - Plant propagation, M.72.11 - Research and experimental development on biotechnology, M.72.11 - Research and experimental development on biotechnology, M.72.11 - Research and experimental development on biotechnology, M.72.11 - Research and experimental development on biotechnology"
M.6455,SCA /  GEORGIA-PACIFIC EUROPE,Council Regulation 139/2004,15-05-12,N,05-07-12,,"C.17.22 - Manufacture of household and sanitary goods and of toilet requisites, C.17.22 - Manufacture of household and sanitary goods and of toilet requisites, C.17.22 - Manufacture of household and sanitary goods and of toilet requisites"
M.6456,EDF / KOGENERACJA,Council Regulation 139/2004,12-01-12,Y,08-02-12,16-02-12,"D.35 - Electricity, gas, steam and air conditioning supply, D.35 - Electricity, gas, steam and air conditioning supply, D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.6458,UNIVERSAL MUSIC GROUP / EMI MUSIC,Council Regulation 139/2004,17-02-12,N,21-09-12,,"J.59.2 - Sound recording and music publishing activities, J.59.2 - Sound recording and music publishing activities, J.59.2 - Sound recording and music publishing activities, J.59.2 - Sound recording and music publishing activities"
M.6459,SONY / MUBADALA DEVELOPMENT / EMI MUSIC PUBLISHING,Council Regulation 139/2004,27-02-12,N,19-04-12,,"R.90 - Creative, arts and entertainment activities, R.90 - Creative, arts and entertainment activities, R.90 - Creative, arts and entertainment activities"
M.646,REPOLA / KYMMENE,Council Regulation 4064/89,27-09-95,N,30-10-95,,"C.17 - Manufacture of paper and paper products, C.17 - Manufacture of paper and paper products, C.17 - Manufacture of paper and paper products"
M.6461,TPV / PHILIPS TV BUSINESS,Council Regulation 139/2004,20-01-12,N,24-02-12,24-02-12,"C.26.4 - Manufacture of consumer electronics, C.26.4 - Manufacture of consumer electronics"
M.6463,MARQUARD & BAHLS / BOMINFLOT,Council Regulation 139/2004,13-02-12,N,19-03-12,19-03-12,"G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products, G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products, H.52.1 - Warehousing and storage, H.52.1 - Warehousing and storage"
M.6464,SONY / SONY ERICSSON,Council Regulation 139/2004,19-12-11,Y,26-01-12,01-02-12,"C.26.3 - Manufacture of communication equipment, C.26.3 - Manufacture of communication equipment, C.26.4 - Manufacture of consumer electronics, C.26.4 - Manufacture of consumer electronics"
M.6468,FORFARMERS / HENDRIX,Council Regulation 139/2004,10-02-12,N,16-03-12,16-03-12,"A.01.47 - Raising of poultry, A.01.47 - Raising of poultry, C.10.9 - Manufacture of prepared animal feeds, C.10.9 - Manufacture of prepared animal feeds, G.46.2 - Wholesale of agricultural raw materials and live animals, G.46.2 - Wholesale of agricultural raw materials and live animals"
M.6469,TOGNUM / TMH,Council Regulation 139/2004,21-05-12,Y,21-06-12,26-06-12,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines, C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines, C.28.92 - Manufacture of machinery for mining, quarrying and construction, C.28.92 - Manufacture of machinery for mining, quarrying and construction, C.33.12 - Repair of machinery, C.33.12 - Repair of machinery"
M.6470,TE / DEUTSCH,Council Regulation 139/2004,27-02-12,N,02-04-12,02-04-12,"C.26.11 - Manufacture of electronic components, C.26.11 - Manufacture of electronic components"
M.6471,OUTOKUMPU / INOXUM,Council Regulation 139/2004,10-04-12,N,07-11-12,,"C.24.1 - Manufacture of basic iron and steel and of ferro-alloys, C.24.1 - Manufacture of basic iron and steel and of ferro-alloys, C.24.1 - Manufacture of basic iron and steel and of ferro-alloys, C.24.1 - Manufacture of basic iron and steel and of ferro-alloys"
M.6472,BOLLORE / CMA CGM / TERMINAL DU GRAND OUEST,Council Regulation 139/2004,14-03-12,Y,16-04-12,23-04-12,"H.52 - Warehousing and support activities for transportation, H.52 - Warehousing and support activities for transportation"
M.6473,SUN CAPITAL / ELIX,Council Regulation 139/2004,10-02-12,Y,09-03-12,16-03-12,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.6474,GE / MICROSOFT / JV,Council Regulation 139/2004,11-01-12,Y,10-02-12,15-02-12,"J.62 - Computer programming, consultancy and related activities, J.62 - Computer programming, consultancy and related activities"
M.6475,AXA REIM / CBRE PFCE MANAGEMENT / WARSAW III,Council Regulation 139/2004,03-02-12,Y,05-03-12,09-03-12,"L.68.2 - Renting and operating of own or leased real estate, L.68.2 - Renting and operating of own or leased real estate"
M.6476,CANAL+ / ITI / TVN / FTA / ITI NEOVISION,Council Regulation 139/2004,,N,16-03-12,,"J.60.2 - Television programming and broadcasting activities, M.73.1 - Advertising"
M.6477,BP / CHEVRON / ENI / SONANGOL / TOTAL / JV,Council Regulation 139/2004,04-04-12,N,16-05-12,16-05-12,"D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains, D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains"
M.6478,MITSUBISHI CORPORATION / MAXINGVEST / ML PARTICIPAÇÕES / PARAGUAÇU PARTICIPAÇÕES / FRIELE / IPANEMA,Council Regulation 139/2004,13-02-12,Y,19-03-12,19-03-12,"A.01.27 - Growing of beverage crops, A.01.27 - Growing of beverage crops, C.10.83 - Processing of tea and coffee, C.10.83 - Processing of tea and coffee"
M.6479,MNV / RABA,Council Regulation 139/2004,09-03-12,Y,11-04-12,18-04-12,"C.29.1 - Manufacture of motor vehicles, C.29.1 - Manufacture of motor vehicles, C.33.17 - Repair and maintenance of other transport equipment, C.33.17 - Repair and maintenance of other transport equipment"
M.648,MCDERMOTT / ETPM,Council Regulation 4064/89,23-10-95,N,27-11-95,28-11-95,"C.28.9 - Manufacture of other special-purpose machinery, C.28.9 - Manufacture of other special-purpose machinery"
M.6480,PETROFINA / FINA ANTWERP OLEFINS,Council Regulation 139/2004,25-01-12,Y,24-02-12,29-02-12,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms, C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms"
M.6481,H.I.G. EUROPE CAPITAL PARTNERS / GENERAL ATLANTIC / FNZ GROUP,Council Regulation 139/2004,17-01-12,Y,20-02-12,21-02-12,"J.61 - Telecommunications, J.61 - Telecommunications, J.62 - Computer programming, consultancy and related activities, J.62 - Computer programming, consultancy and related activities, K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.6483,PGGM VERMOGENSBEHEER / BARCLAYS BANK / UPP GROUP,Council Regulation 139/2004,23-03-12,Y,26-04-12,03-05-12,"F.41.1 - Development of building projects, F.41.1 - Development of building projects, N.81.1 - Combined facilities support activities, N.81.1 - Combined facilities support activities"
M.6485,EULER HERMES / MAPFRE / MAPFRE CC,Council Regulation 139/2004,16-08-12,N,20-09-12,20-09-12,"K.65.12 - Non-life insurance, K.65.12 - Non-life insurance"
M.6487,MITSUI / SANYO / MUSCO / NAVYUG SPECIAL STEEL,Council Regulation 139/2004,15-02-12,Y,15-03-12,21-03-12,"C.25.11 - Manufacture of metal structures and parts of structures, C.25.11 - Manufacture of metal structures and parts of structures, C.25.50 - Forging, pressing, stamping and roll-forming of metal; powder metallurgy, C.25.50 - Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
M.6488,CARREFOUR / GUYENNE ET GASCOGNE,Council Regulation 139/2004,,N,16-03-12,,G.47.1 - Retail sale in non-specialised stores
M.6489,SAINT-GOBAIN / TRAKYA / SISECAM / JV,Council Regulation 139/2004,16-02-12,Y,21-03-12,22-03-12,"C.23.1 - Manufacture of glass and glass products, C.23.1 - Manufacture of glass and glass products"
M.6490,EADS / ISRAEL AEROSPACE INDUSTRIES / JV,Council Regulation 139/2004,11-06-12,N,16-07-12,16-07-12,"C.30.30 - Manufacture of air and spacecraft and related machinery, C.30.30 - Manufacture of air and spacecraft and related machinery, C.30.99 - Manufacture of other transport equipment n.e.c., C.30.99 - Manufacture of other transport equipment n.e.c."
M.6491,KUBOTA / KVERNELAND,Council Regulation 139/2004,30-01-12,Y,29-02-12,05-03-12,"C.28.3 - Manufacture of agricultural and forestry machinery, C.28.3 - Manufacture of agricultural and forestry machinery"
M.6492,SCOR / MAF / ESSOR JV,Council Regulation 139/2004,20-01-12,Y,24-02-12,24-02-12,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.6494,TOTAL / NOVATEK / OAO YAMAL LNG,Council Regulation 139/2004,15-02-12,Y,20-03-12,21-03-12,"B.06 - Extraction of crude petroleum and natural gas, B.06 - Extraction of crude petroleum and natural gas, D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains, D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains"
M.6496,APOLLO / TAMINCO,Council Regulation 139/2004,11-01-12,N,10-02-12,15-02-12,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.6497,HUTCHISON 3G AUSTRIA / ORANGE AUSTRIA,Council Regulation 139/2004,07-05-12,N,12-12-12,,"J.61.2 - Wireless telecommunications activities, J.61.2 - Wireless telecommunications activities, J.61.2 - Wireless telecommunications activities, J.61.2 - Wireless telecommunications activities"
M.6498,FSA / JMP / ALLIANCE SANTE / ALLIANCE PORTUGAL,Council Regulation 139/2004,,N,12-07-12,,G.46.46 - Wholesale of pharmaceutical goods
M.6499,FCC / MITSUI RENEWABLE ENERGY / FCC ENERGIA,Council Regulation 139/2004,10-02-12,Y,12-03-12,16-03-12,"D.35.11 - Production of electricity, D.35.11 - Production of electricity"
M.65,ASKO / OMNI,Council Regulation 4064/89,21-01-91,N,21-02-91,22-02-91,N.78.10 - Activities of employment placement agencies
M.650,SBG / RENTENANSTALT,Council Regulation 4064/89,17-11-95,N,20-12-95,20-12-95,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.6500,RAVAGO / BARENTZ EUROPE / JV,Council Regulation 139/2004,15-02-12,Y,16-03-12,21-03-12,"G.46.75 - Wholesale of chemical products, G.46.75 - Wholesale of chemical products, G.46.76 - Wholesale of other intermediate products, G.46.76 - Wholesale of other intermediate products"
M.6501,SCHOLZ AUSTRIA / ASAMER FAMILIENHOLDING / RPE RECYCLINGPARK EISENERZ,Council Regulation 139/2004,26-03-12,Y,02-05-12,04-05-12,"E.38.2 - Waste treatment and disposal, E.38.2 - Waste treatment and disposal, E.38.22 - Treatment and disposal of hazardous waste, E.38.22 - Treatment and disposal of hazardous waste"
M.6502,LONDON STOCK EXCHANGE GROUP PLC / LCH CLEARNET GROUP LIMITED,Council Regulation 139/2004,,N,04-07-12,,"K.66 - Activities auxiliary to financial services and insurance activities, K.66.11 - Administration of financial markets"
M.6503,LA POSTE / SWISS POST / JV,Council Regulation 139/2004,11-05-12,N,04-07-12,,"C.18.14 - Binding and related services, C.18.14 - Binding and related services, C.18.14 - Binding and related services, H.52.10 - Warehousing and storage, H.52.10 - Warehousing and storage, H.52.10 - Warehousing and storage, H.52.2 - Support activities for transportation, H.52.2 - Support activities for transportation, H.52.2 - Support activities for transportation, H.52.23 - Service activities incidental to air transportation, H.52.23 - Service activities incidental to air transportation, H.52.23 - Service activities incidental to air transportation, H.53.2 - Other postal and courier activities, H.53.2 - Other postal and courier activities, H.53.2 - Other postal and courier activities, H.53.20 - Other postal and courier activities, H.53.20 - Other postal and courier activities, H.53.20 - Other postal and courier activities"
